id	class	member	line	item	detail
667	C13-HANDLE-LEAK	mc	3544	LS.quart	back matter: | 2026 | Lach, *The Löwdin Solution* | `LS.ent` `LS.law` `LS.coll` `LS.pin` `LS.asym` `LS.quart` `LS.chord` `LS.twin` |
668	C13-HANDLE-LEAK	mc	3544	LS.chord	back matter: | 2026 | Lach, *The Löwdin Solution* | `LS.ent` `LS.law` `LS.coll` `LS.pin` `LS.asym` `LS.quart` `LS.chord` `LS.twin` |
669	C13-HANDLE-LEAK	mc	3544	LS.twin	back matter: | 2026 | Lach, *The Löwdin Solution* | `LS.ent` `LS.law` `LS.coll` `LS.pin` `LS.asym` `LS.quart` `LS.chord` `LS.twin` |
670	C13-HANDLE-LEAK	mc	3545	3B.tri	back matter: | 2026 | Lach, *The Three-Body Problem for Unknown Masses* | `3B.tri` `3B.def` `3B.index` |
671	C13-HANDLE-LEAK	mc	3545	3B.def	back matter: | 2026 | Lach, *The Three-Body Problem for Unknown Masses* | `3B.tri` `3B.def` `3B.index` |
672	C13-HANDLE-LEAK	mc	3545	3B.index	back matter: | 2026 | Lach, *The Three-Body Problem for Unknown Masses* | `3B.tri` `3B.def` `3B.index` |
673	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	203	28,	other sites: main=1 reg=10 sc=1 | withdrawn. They are listed in Chapter 28, with what replaced them. Several were caught not by the author
674	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	333	16.6	other sites: main=7 reg=3 mc=1 | ungrounded in the sense §16.6's ⅅ_gro names. The corrected form carries no N: *following the bounds
675	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	858	11,	other sites: main=6 reg=31 mc=7 ioi=5 sc=1 | 11, 0 and 19; dim(audit hierarchy) = 2; E(G), recomputed at build; E(Q); the tripwire's 150 of 216; the fifty-
676	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	858	150	other sites: main=13 reg=7 mc=8 pc=1 ioi=1 | 11, 0 and 19; dim(audit hierarchy) = 2; E(G), recomputed at build; E(Q); the tripwire's 150 of 216; the fifty-
677	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	858	216	other sites: main=9 reg=8 ioi=1 | 11, 0 and 19; dim(audit hierarchy) = 2; E(G), recomputed at build; E(Q); the tripwire's 150 of 216; the fifty-
678	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	1505	2.21	other sites: main=3 reg=9 | §2.21 a withdrawn figure's data       a number deleted rather than replaced          reg. 374
679	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	1505	374	other sites: main=3 reg=2 ioi=2 sc=5 | §2.21 a withdrawn figure's data       a number deleted rather than replaced          reg. 374
680	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	1686	6.2	other sites: main=13 reg=13 mc=3 pc=1 ioi=2 sc=4 | ### 6.2.1 The nuclide chart's defect, recomputed under variation
681	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	2832	0.070	other sites: mc=1 | Mutual information, recomputed: **0.353 · 0.227 · 0.199** at d = 1, **0.094 · 0.070** at d = 2,
682	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	2832	0.094	other sites: mc=1 | Mutual information, recomputed: **0.353 · 0.227 · 0.199** at d = 1, **0.094 · 0.070** at d = 2,
683	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	2832	0.199	other sites: reg=2 mc=1 | Mutual information, recomputed: **0.353 · 0.227 · 0.199** at d = 1, **0.094 · 0.070** at d = 2,
684	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	2832	0.227	other sites: main=1 mc=1 | Mutual information, recomputed: **0.353 · 0.227 · 0.199** at d = 1, **0.094 · 0.070** at d = 2,
685	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	2832	0.353	other sites: mc=1 | Mutual information, recomputed: **0.353 · 0.227 · 0.199** at d = 1, **0.094 · 0.070** at d = 2,
686	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	2832	1,	other sites: main=86 reg=121 mc=81 pc=7 ioi=14 sc=2 | Mutual information, recomputed: **0.353 · 0.227 · 0.199** at d = 1, **0.094 · 0.070** at d = 2,
687	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	2832	2,	other sites: main=95 reg=147 mc=26 pc=5 ioi=19 sc=2 | Mutual information, recomputed: **0.353 · 0.227 · 0.199** at d = 1, **0.094 · 0.070** at d = 2,
688	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3210	12.11	other sites: main=158 reg=44 mc=87 pc=1 ioi=7 sc=1 | ### 12.11.1.2 The conservative share, recomputed under variation
689	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3482	2,475	other sites: main=2 reg=4 | 45,450 at Λ₁₃**, 21.4% and 22.8% of the product — recomputed; the 2,475 previously
690	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3482	21.4	other sites: main=1 reg=1 mc=2 | 45,450 at Λ₁₃**, 21.4% and 22.8% of the product — recomputed; the 2,475 previously
691	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3482	22.8	other sites: reg=3 mc=1 | 45,450 at Λ₁₃**, 21.4% and 22.8% of the product — recomputed; the 2,475 previously
692	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3482	45,450	other sites: reg=1 mc=3 | 45,450 at Λ₁₃**, 21.4% and 22.8% of the product — recomputed; the 2,475 previously
693	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3705	400	other sites: main=13 reg=8 ioi=2 | mis-citation is corrected here and recorded at register 400.
694	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3882	14.5	other sites: main=47 reg=33 mc=37 ioi=1 | *Those figures are prune-greedy's and §14.5.9 withdraws them; under set cover the tower gives 7, 9
695	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3882	7,	other sites: main=16 reg=30 mc=3 ioi=6 | *Those figures are prune-greedy's and §14.5.9 withdraws them; under set cover the tower gives 7, 9
696	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3883	497	other sites: main=3 reg=3 ioi=1 | and 9, and the counting/coupling split they were read as showing is withdrawn with register 497.*
697	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3883	9,	other sites: main=5 reg=24 mc=5 pc=4 ioi=7 | and 9, and the counting/coupling split they were read as showing is withdrawn with register 497.*
698	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3951	497	other sites: main=3 reg=3 ioi=1 | **What this withdraws.** Registers 497 through 500 and 502 — that parent count drives seed cost at
699	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3951	500	other sites: main=2 reg=6 ioi=2 sc=4 | **What this withdraws.** Registers 497 through 500 and 502 — that parent count drives seed cost at
700	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	3951	502	other sites: main=4 reg=3 mc=2 ioi=2 | **What this withdraws.** Registers 497 through 500 and 502 — that parent count drives seed cost at
701	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	5244	308	other sites: main=4 reg=3 mc=4 ioi=1 | corrected criterion rather than an observation about chemistry. Register 308. A multi-argument cap is a hypere
702	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	5987	22.1	other sites: main=20 reg=5 mc=1 pc=2 sc=1 | ### 22.1.1.1 Containment on level energies, recomputed under variation
703	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	6284	23.5	other sites: main=6 reg=1 mc=3 pc=1 | ### 23.5.1 A withdrawn proposition
704	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	7589	15.3	other sites: main=4 | impossible and was the signal. The earlier version's Figure 15.3, since withdrawn, drew a line labelled
705	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	7609	112	other sites: main=5 reg=14 mc=1 ioi=2 sc=2 | **112–118. Seven from the transfer work.** "The one coupling has no gravitational analogue" — **the Hill spher
706	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	7609	118	other sites: main=12 reg=73 mc=9 pc=5 ioi=15 sc=5 | **112–118. Seven from the transfer work.** "The one coupling has no gravitational analogue" — **the Hill spher
707	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	7609	71.8	other sites: reg=2 | **112–118. Seven from the transfer work.** "The one coupling has no gravitational analogue" — **the Hill spher
708	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	7925	238	other sites: main=1 reg=5 ioi=1 sc=5 | withdrawn, not answered, and the book was built to permit exactly that. Register 238.
709	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	8683	23.10	other sites: main=15 reg=2 mc=2 | sign, not a positive one (§23.10.1), so the channel stands and the word is corrected; recorded at register 178
710	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	9155	388,	other sites: main=1 reg=2 ioi=1 | **That is why the three figures recomputed under variation at registers 388, 391 and 392 all turned
711	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	9155	391	other sites: main=1 reg=4 ioi=1 | **That is why the three figures recomputed under variation at registers 388, 391 and 392 all turned
712	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	9155	392	other sites: main=3 reg=4 ioi=1 sc=1 | **That is why the three figures recomputed under variation at registers 388, 391 and 392 all turned
713	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	9173	32.5	other sites: main=11 | ### 32.5.1 The prediction, recomputed from the text
714	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	10654	7.1	other sites: main=22 reg=1 mc=23 pc=2 ioi=1 sc=3 | Theorem 7.1 is absent — withdrawn, and the status coordinate's *withdrawn* value is
715	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	11116	540	other sites: main=27 reg=7 mc=2 ioi=4 sc=7 | D — verifying 540 Kreuzer–Skarke predictions. **Everything the slice specifies is recomputed and
716	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	11249	30.3	other sites: main=50 reg=8 | Nothing in §30.3 is withdrawn. The derivations agree with the literature wherever both exist, and the
717	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	11441	6.5	other sites: reg=1 mc=1 ioi=1 sc=2 | | 6.5 | The corrected alphabet — what becomes expressible once the conflated letters are split. | Mathematical
718	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	11647	119,	other sites: main=2 reg=3 sc=2 | claim in it was recomputed here and reproduces: the window [119, 918] mₑ, the harmonic-sum cycle cap
719	C7-WITHDRAWAL-LINE-NUMBER-SURVIVES	main	11647	918	other sites: main=2 reg=2 ioi=1 | claim in it was recomputed here and reproduces: the window [119, 918] mₑ, the harmonic-sum cycle cap
720	C8-NAMED-STATEMENT	all	0	parity rule	sites=19 in ioi,main,mc,reg | bold/heading statement in main: yes
721	C8-NAMED-STATEMENT	all	0	pauli bound	sites=13 in main,mc,pc,reg,sc | bold/heading statement in main: yes
722	C8-NAMED-STATEMENT	all	0	spin rule	sites=9 in ioi,main,mc,reg | bold/heading statement in main: NO
723	C8-NAMED-STATEMENT	all	0	production rule	sites=9 in mc | bold/heading statement in main: NO
724	C8-NAMED-STATEMENT	all	0	lower bound	sites=8 in main,mc,reg | bold/heading statement in main: yes
725	C8-NAMED-STATEMENT	all	0	tightening rule	sites=8 in mc | bold/heading statement in main: NO
726	C8-NAMED-STATEMENT	all	0	node theorem	sites=7 in main,mc,reg | bold/heading statement in main: yes
727	C8-NAMED-STATEMENT	all	0	ordering law	sites=11 in main,mc,pc,reg | bold/heading statement in main: yes
728	C8-NAMED-STATEMENT	all	0	step law	sites=6 in main,reg | bold/heading statement in main: yes
729	C8-NAMED-STATEMENT	all	0	earlier bound	sites=5 in main,mc,reg | bold/heading statement in main: yes
730	C8-NAMED-STATEMENT	all	0	selection rule	sites=5 in main,mc,reg | bold/heading statement in main: yes
731	C8-NAMED-STATEMENT	all	0	admissibility rule	sites=5 in main,reg | bold/heading statement in main: yes
732	C8-NAMED-STATEMENT	all	0	upper bound	sites=5 in main,reg | bold/heading statement in main: yes
733	C8-NAMED-STATEMENT	all	0	triangle rule	sites=5 in mc,reg | bold/heading statement in main: yes
734	C8-NAMED-STATEMENT	all	0	alphabet law	sites=5 in mc | bold/heading statement in main: yes
735	C8-NAMED-STATEMENT	all	0	reorderability law	sites=4 in main | bold/heading statement in main: yes
736	C8-NAMED-STATEMENT	all	0	same theorem	sites=4 in ioi,main,reg | bold/heading statement in main: yes
737	C8-NAMED-STATEMENT	all	0	pauli principle	sites=4 in ioi,main | bold/heading statement in main: yes
738	C8-NAMED-STATEMENT	all	0	assembly rule	sites=4 in main,mc | bold/heading statement in main: yes
739	C8-NAMED-STATEMENT	all	0	same law	sites=4 in main,reg | bold/heading statement in main: yes
740	C8-NAMED-STATEMENT	all	0	sign rule	sites=4 in main,mc,sc | bold/heading statement in main: yes
741	C8-NAMED-STATEMENT	all	0	amplitude law	sites=4 in mc,pc,reg | bold/heading statement in main: NO
742	C8-NAMED-STATEMENT	all	0	dipole rule	sites=4 in ioi,mc,reg | bold/heading statement in main: NO
743	C8-NAMED-STATEMENT	all	0	transfer bound	sites=4 in mc | bold/heading statement in main: yes
744	C8-NAMED-STATEMENT	all	0	closure rule	sites=4 in ioi,main,reg | bold/heading statement in main: yes
745	C8-NAMED-STATEMENT	all	0	admissibility criterion	sites=3 in main,mc | bold/heading statement in main: yes
746	C8-NAMED-STATEMENT	all	0	exclusion principle	sites=3 in main,mc | bold/heading statement in main: yes
747	C8-NAMED-STATEMENT	all	0	same rule	sites=3 in main,reg | bold/heading statement in main: yes
748	C8-NAMED-STATEMENT	all	0	down-set law	sites=3 in main,pc,reg | bold/heading statement in main: yes
749	C8-NAMED-STATEMENT	all	0	extent is the law	sites=3 in main,mc | bold/heading statement in main: NO
750	C8-NAMED-STATEMENT	all	0	recovered bound	sites=3 in main | bold/heading statement in main: yes
751	C8-NAMED-STATEMENT	all	0	singleton criterion	sites=3 in main,reg | bold/heading statement in main: yes
752	C8-NAMED-STATEMENT	all	0	singleton-output rule	sites=3 in main,mc,reg | bold/heading statement in main: NO
753	C8-NAMED-STATEMENT	all	0	family theorem	sites=3 in mc,reg | bold/heading statement in main: yes
754	C8-NAMED-STATEMENT	all	0	update rule	sites=3 in reg | bold/heading statement in main: NO
755	C8-NAMED-STATEMENT	all	0	singleton rule	sites=3 in ioi,reg | bold/heading statement in main: yes
756	C8-NAMED-STATEMENT	all	0	endpoint rule	sites=3 in reg | bold/heading statement in main: NO
757	C8-NAMED-STATEMENT	all	0	charge bound	sites=3 in mc,reg,sc | bold/heading statement in main: yes
758	C8-NAMED-STATEMENT	all	0	rank criterion	sites=3 in mc,reg | bold/heading statement in main: yes
759	C8-NAMED-STATEMENT	all	0	printed rule	sites=3 in pc,reg | bold/heading statement in main: yes
760	C8-NAMED-STATEMENT	all	0	second transfer bound	sites=3 in mc | bold/heading statement in main: NO
761	C8-NAMED-STATEMENT	all	0	product rule	sites=3 in mc | bold/heading statement in main: yes
762	C8-NAMED-STATEMENT	all	0	generation criterion	sites=3 in mc,pc | bold/heading statement in main: NO
763	C8-NAMED-STATEMENT	all	0	envelope-step law	sites=4 in mc,reg | bold/heading statement in main: NO
764	C8-NAMED-STATEMENT	all	0	chain rule	sites=3 in mc | bold/heading statement in main: NO
765	C8-NAMED-STATEMENT	all	0	modular law	sites=3 in mc | bold/heading statement in main: yes
766	C8-NAMED-STATEMENT	all	0	data-processing inequality	sites=3 in mc | bold/heading statement in main: NO
767	C8-NAMED-STATEMENT	all	0	convexity criterion	sites=3 in mc | bold/heading statement in main: yes
768	C8-NAMED-STATEMENT	all	0	impossibility theorem	sites=3 in ioi | bold/heading statement in main: NO
769	C8-NAMED-STATEMENT	all	0	occupancy law	sites=2 in main,mc | bold/heading statement in main: yes
770	C8-NAMED-STATEMENT	all	0	wrong bound	sites=2 in main,reg | bold/heading statement in main: yes
771	C8-NAMED-STATEMENT	all	0	mutual-bound lemma	sites=2 in main,mc | bold/heading statement in main: NO
772	C8-NAMED-STATEMENT	all	0	mutual bound	sites=2 in main,mc | bold/heading statement in main: NO
773	C8-NAMED-STATEMENT	all	0	down-set's lower bound	sites=2 in main,reg | bold/heading statement in main: yes
774	C8-NAMED-STATEMENT	all	0	carathéodory lower bound	sites=2 in main,mc | bold/heading statement in main: NO
775	C8-NAMED-STATEMENT	all	0	monotone bound	sites=2 in main | bold/heading statement in main: yes
776	C8-NAMED-STATEMENT	all	0	e3 criterion	sites=2 in main | bold/heading statement in main: yes
777	C8-NAMED-STATEMENT	all	0	load rule	sites=2 in main | bold/heading statement in main: yes
778	C8-NAMED-STATEMENT	all	0	central theorem	sites=2 in main | bold/heading statement in main: yes
779	C8-NAMED-STATEMENT	all	0	domain and the law	sites=2 in main,reg | bold/heading statement in main: yes
780	C8-NAMED-STATEMENT	all	0	total-order criterion	sites=2 in main | bold/heading statement in main: yes
781	C8-NAMED-STATEMENT	all	0	crosscut theorem	sites=2 in main | bold/heading statement in main: NO
782	C8-NAMED-STATEMENT	all	0	cap-arity criterion	sites=2 in main | bold/heading statement in main: NO
783	C8-NAMED-STATEMENT	all	0	decay theorem	sites=2 in main | bold/heading statement in main: yes
784	C8-NAMED-STATEMENT	all	0	pinned-channel theorem	sites=3 in main,mc,reg | bold/heading statement in main: NO
785	C8-NAMED-STATEMENT	all	0	madelung rule	sites=2 in reg | bold/heading statement in main: NO
786	C8-NAMED-STATEMENT	all	0	author's bracket rule	sites=2 in reg | bold/heading statement in main: NO
787	C8-NAMED-STATEMENT	all	0	next from the law	sites=2 in reg | bold/heading statement in main: NO
788	C8-NAMED-STATEMENT	all	0	loose one-parent bound	sites=2 in reg | bold/heading statement in main: NO
789	C8-NAMED-STATEMENT	all	0	literature's theorem	sites=2 in reg | bold/heading statement in main: NO
790	C8-NAMED-STATEMENT	all	0	first quantitative law	sites=2 in reg | bold/heading statement in main: NO
791	C8-NAMED-STATEMENT	all	0	compendium's deduced lower bound	sites=2 in reg | bold/heading statement in main: NO
792	C8-NAMED-STATEMENT	all	0	book can bound	sites=2 in reg,sc | bold/heading statement in main: NO
793	C8-NAMED-STATEMENT	all	0	reporting rule	sites=2 in reg | bold/heading statement in main: NO
794	C8-NAMED-STATEMENT	all	0	tightest finite non-zero bound	sites=2 in reg | bold/heading statement in main: NO
795	C8-NAMED-STATEMENT	all	0	law's strict inequality	sites=2 in reg | bold/heading statement in main: NO
796	C8-NAMED-STATEMENT	all	0	reset count is rule	sites=2 in reg | bold/heading statement in main: NO
797	C8-NAMED-STATEMENT	all	0	last bound	sites=2 in reg | bold/heading statement in main: NO
798	C8-NAMED-STATEMENT	all	0	general rule	sites=2 in pc,reg | bold/heading statement in main: yes
799	C8-NAMED-STATEMENT	all	0	work's own rule	sites=2 in reg | bold/heading statement in main: NO
800	C8-NAMED-STATEMENT	all	0	centerpoint theorem	sites=2 in reg | bold/heading statement in main: NO
801	C8-NAMED-STATEMENT	all	0	keyability bound	sites=2 in reg | bold/heading statement in main: NO
802	C8-NAMED-STATEMENT	all	0	triangle inequality	sites=2 in mc,reg | bold/heading statement in main: yes
803	C8-NAMED-STATEMENT	all	0	pair where madelung's rule	sites=2 in reg | bold/heading statement in main: NO
804	C8-NAMED-STATEMENT	all	0	chinese remainder theorem	sites=2 in mc | bold/heading statement in main: NO
805	C8-NAMED-STATEMENT	all	0	down-set seed law	sites=2 in mc | bold/heading statement in main: NO
806	C8-NAMED-STATEMENT	all	0	electromagnetic law	sites=2 in mc | bold/heading statement in main: yes
807	C8-NAMED-STATEMENT	all	0	three-coordinate rule	sites=2 in mc | bold/heading statement in main: NO
808	C8-NAMED-STATEMENT	all	0	recoupling bound	sites=2 in ioi,mc | bold/heading statement in main: NO
809	C8-NAMED-STATEMENT	all	0	cpt theorem	sites=2 in mc | bold/heading statement in main: NO
810	C8-NAMED-STATEMENT	all	0	spin selection rule	sites=2 in mc | bold/heading statement in main: NO
811	C8-NAMED-STATEMENT	all	0	wigner-eckart theorem	sites=2 in mc | bold/heading statement in main: NO
812	C8-NAMED-STATEMENT	all	0	order-recovery theorem	sites=1 in main | bold/heading statement in main: yes
813	C8-NAMED-STATEMENT	all	0	objects the step law	sites=1 in main | bold/heading statement in main: NO
814	C8-NAMED-STATEMENT	all	0	reflexive principle	sites=1 in main | bold/heading statement in main: NO
815	C8-NAMED-STATEMENT	all	0	chain criterion	sites=1 in main | bold/heading statement in main: NO
816	C8-NAMED-STATEMENT	all	0	two-sided bound	sites=1 in main | bold/heading statement in main: yes
817	C8-NAMED-STATEMENT	all	0	operator bound	sites=1 in main | bold/heading statement in main: yes
818	C8-NAMED-STATEMENT	all	0	element criterion	sites=1 in main | bold/heading statement in main: yes
819	C8-NAMED-STATEMENT	all	0	reason for the rule	sites=1 in main | bold/heading statement in main: yes
820	C8-NAMED-STATEMENT	all	0	hydrogenic bound	sites=1 in main | bold/heading statement in main: NO
821	C8-NAMED-STATEMENT	all	0	identical rule	sites=1 in main | bold/heading statement in main: NO
822	C8-NAMED-STATEMENT	all	0	tightest containing bound	sites=1 in main | bold/heading statement in main: yes
823	C8-NAMED-STATEMENT	all	0	decay is a theorem	sites=1 in main | bold/heading statement in main: yes
824	C8-NAMED-STATEMENT	all	0	same bound	sites=2 in main,reg | bold/heading statement in main: yes
825	C8-NAMED-STATEMENT	all	0	values the admissible bound	sites=1 in main | bold/heading statement in main: NO
826	C8-NAMED-STATEMENT	all	0	book's own theorem	sites=1 in main | bold/heading statement in main: yes
827	C8-NAMED-STATEMENT	all	0	e1 selection rule	sites=1 in main | bold/heading statement in main: NO
828	C8-NAMED-STATEMENT	all	0	missing law	sites=1 in main | bold/heading statement in main: yes
829	C8-NAMED-STATEMENT	all	0	hamiltonian removed can bound	sites=1 in main | bold/heading statement in main: yes
830	C8-NAMED-STATEMENT	all	0	reason is a theorem	sites=1 in main | bold/heading statement in main: yes
831	C8-NAMED-STATEMENT	all	0	carathéodory bound	sites=1 in main | bold/heading statement in main: NO
832	C8-NAMED-STATEMENT	all	0	rydberg law	sites=1 in main | bold/heading statement in main: yes
833	C8-NAMED-STATEMENT	all	0	mis-stated law	sites=1 in main | bold/heading statement in main: NO
834	C8-NAMED-STATEMENT	all	0	fibre the widened bound	sites=1 in main | bold/heading statement in main: yes
835	C8-NAMED-STATEMENT	all	0	two that agree bound	sites=1 in main | bold/heading statement in main: NO
836	C8-NAMED-STATEMENT	all	0	physics stating the theorem	sites=1 in main | bold/heading statement in main: NO
837	C8-NAMED-STATEMENT	all	0	least upper bound	sites=1 in main | bold/heading statement in main: NO
838	C8-NAMED-STATEMENT	all	0	book's own central theorem	sites=1 in main | bold/heading statement in main: NO
839	C8-NAMED-STATEMENT	all	0	self-defence theorem	sites=1 in main | bold/heading statement in main: yes
840	C8-NAMED-STATEMENT	all	0	electron is loosely bound	sites=1 in main | bold/heading statement in main: yes
841	C8-NAMED-STATEMENT	all	0	energy bound	sites=1 in main | bold/heading statement in main: NO
842	C8-NAMED-STATEMENT	all	0	similarity law	sites=1 in main | bold/heading statement in main: yes
843	C8-NAMED-STATEMENT	all	0	method's own admissibility bound	sites=1 in main | bold/heading statement in main: yes
844	C8-NAMED-STATEMENT	all	0	power law	sites=1 in main | bold/heading statement in main: NO
845	C8-NAMED-STATEMENT	all	0	second admission bound	sites=1 in main | bold/heading statement in main: yes
846	C8-NAMED-STATEMENT	all	0	difference between a bound	sites=1 in main | bold/heading statement in main: NO
847	C8-NAMED-STATEMENT	all	0	stated bound	sites=1 in main | bold/heading statement in main: yes
848	C8-NAMED-STATEMENT	all	0	cost law	sites=1 in main | bold/heading statement in main: yes
849	C8-NAMED-STATEMENT	all	0	ℓ-ordering law	sites=1 in main | bold/heading statement in main: NO
850	C8-NAMED-STATEMENT	all	0	leaf rule	sites=1 in main | bold/heading statement in main: NO
851	C8-NAMED-STATEMENT	all	0	marginal rule	sites=1 in main | bold/heading statement in main: NO
852	C8-NAMED-STATEMENT	all	0	activity rule	sites=1 in main | bold/heading statement in main: NO
