id	category	label	quote	conversation	conversation_title	msg	identifiers	why	confidence
PO-0329	DEFINITION	Three reference defences: D_ref, D_dict, D_gro	**ⅅ_ref — reference.** *Catches: a term that means one thing in the index and another in the theorem the index borrows it from.* ... **ⅅ_dict — the dictionary.** *Catches: drift away from a referent already established.* ... **ⅅ_gro — grounding.** *Catches: a term with no referent at all.* ... So §16.6's table goes from three disjoint mechanisms to six	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	13	§16.6; audit 22; Transitions §10.5	Names and delimits the three new defence mechanisms and maps them onto the SPLIT/DICTIONARY/TRANSLATOR repairs.	HIGH
PO-0330	DEFINITION	The interval property for δ and the convexity criterion	**Theorem (the interval property).** For δ = f − ℓ on a sublattice of a product of chains, and any cells a, b: > **min(δa, δb) ≤ δ(a ∨ b) ≤ max(δa, δb)** and the same for a ∧ b. ... **Criterion.** δ⁻¹(T) is a sublattice of Λ **if and only if T ∩ range(δ) is convex in range(δ).**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	122	§17.3; §12.11.2; 1,367,031 pairs	A proved theorem plus the first criterion §12.11.2's congruence exclusion ever had, verified 36 of 36 and on 4,005 real periodic-table pairs.	HIGH
PO-0331	DEFINITION	Three classes of ASD species provenance; Na I refutes the prediction	**Na I: `[REFUTED]`.** ... | **1 · compiled** | levels optimised from measured lines by LOPT | **Na I**, Ne I, Hg I | | **2 · theory-anchored** | theoretical ionisation energies scaled and subtracted from a measured ground level | **He I**, Na XI, Al XIII, C IV, Tc XLI | | **3 · extrapolated** | class 2, then a Ritz quantum-defect fit above some n | **He I n ≥ 11**, H I n ≥ 13 |	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	146	§22.4; §22.9; Na I; He I; H I	The classification and its isoelectronic prediction govern how the remaining 32 species are to be read, and it was produced by a refuted prediction that nothing else records.	HIGH
PO-0332	DEFINITION	A language is a coordinate system; translation is re-coordinatisation	> **A language is a coordinate system. Translation is re-coordinatisation. E is what the translation costs. And §18.4.1's certificate is a translation exhibited and checked.** That is not a reframing — it is what makes eight scattered results one result.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	148	P20; P21; §18.4.1; Chapter 20; Chapter 21	The statement that makes eight already-proved results one result and became the book's new Part and subtitle.	HIGH
PO-0333	DEFINITION	The math cycle expressed as R with an external increment	> **X_{n+1} = ℛ( X_n ∪ Δ_n ), halting when Δ_n ⊆ ℛ(X_n)** Step 1 is ℛ(X_n) — fill to the limit from what exists. Step 2 supplies Δ_n from outside. Step 3 recomputes the envelopes. Step 4 records. **The cycle is the closure operator run with an external increment, and it halts when the increment is already implied.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	170	§14.5.2; §17.1	The mathematical expression of the working method itself, with the unverified admissibility condition on Δ named as what to test next.	HIGH
PO-0334	DEFINITION	The seed defined by envelope equality	> **ℛ(G) depends on G only through φ̂(G). So G ⊆ X is a seed of X iff φ̂(G) = φ̂(X).** > > **A seed is a subset carrying the same envelopes as the whole index.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	226		This is the settled definition the whole seed thread rests on and the one thing that survived the withdrawal of six cycles of expressions.	HIGH
PO-0335	DEFINITION	The seed is a minimum set cover of envelope steps	> **Every envelope step needs a witness, and one cell can witness many. So the seed is a MINIMUM SET COVER — elements are the envelope steps, sets are the cells, and a cell covers the steps it witnesses.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	228		It is the reading that explained six recorded behaviours at once and exposed twelve cycles of bad numbers.	HIGH
PO-0336	DEFINITION	E = 0 is relative to coordinates, not a property of cells	> **E = 0 is not a property of a set of cells. It is a property of cells together with coordinates — and a relabelling into a rectangle is always available when the count factors.** **The periodic table's thirty-six vanish under a 9 × 10 relabelling. So does the calendar's seven. So does a random set's thirty-eight.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	338	§21.6; §12.11.8	It tells a reader what to check before believing any E in the book, and reframes E(Λ) = 0 as a claim about physics-supplied coordinates.	HIGH
PO-0337	DEFINITION	The book's characteristic defect is dimensional, not arithmetical	| **the value** | E(G) = 19 — right when written, stale now | | **the derivation** | 0+16+19+5+4 = 44 stated as 43 — **wrong when written** | | **the inference** | *dominated cells should stay empty* — drawn from 91%, now 25% | ... > **The book's characteristic defect is not error. It is dimensional — it keeps recording an index as a scalar**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	382	§28.7.7; §4; §4.5; §4.6; §32.6.1	It is the session's largest structural finding and introduces the value/derivation/inference level axis that §4's mechanism classification lacks.	HIGH
PO-0338	DEFINITION	Composite cell counts always admit an E = 0 coordinate system	"**Any index whose cell count is composite has a coordinate system in which E = 0** — register 546, proved today. The periodic table's thirty-six vanish under a 9 × 10 relabelling. **So ""choose a bounding that makes E_local = 0"" is always available and certifies nothing.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	449	register 546; §21.6	The theorem plus its corollary, which invalidates any E=0 obtained by rechoosing coordinates — a move made repeatedly in the session.	HIGH
PO-0339	DEFINITION	The operator index: twelve operators, nine this work's	# The operator index — twelve, of which nine are yours ... | **d** | τ(lcm/gcd) = ∏(\|Δᵢ\|+1) = \|[x∧y, x∨y]\| | metric | cells | **title page** | | **seed** | least G with ℛ(G) = X — **NP-hard** | ... **Indexed on arity · kind · scope: 7 distinct cells in a box of 30, E = 8.** ... **L₇ orthocomplementation does not exist here.** Λ is **distributive**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	479	φ̂; ℛ; ℛ₄; E₄; §14.5.7; §14.5.9; E = 8	The corpus's actual operator set with origins and its own defect, plus the reason orthocomplement cannot be added without contradicting distributivity.	HIGH
PO-0340	DEFINITION	The seed of Lambda-8 is a size, not a set	**§14.5.7: anti-exchange fails, so the Moore family is not a convex geometry — and the seed is a size, not a set. Zero cells are necessary. Zero cells are forced.** **There is no canonical seven.** ... **139 to 1 compression, and the seven that do it are not unique.** ... **A convex geometry has extreme points** ... **The seed has no extreme points to be the edges of.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	481	§14.5.7; seed(Λ₈)=7	Explains why every attempt to point at the seed as an object fails, and gives the structural reason (anti-exchange failure).	HIGH
PO-0341	DEFINITION	Lambda's q is transfer, g is target occupancy	**`q = Z − N_e` is not Λ's q.** Λ's q is the **transfer amount** in a transition — *conservation of the removed*, `q ≤ k`. A neutral atom mid-transition has q > 0 and ionic charge 0. **`g = nuclear quadrupole moment` is not Λ's g.** Λ's g is the **number placed into the target subshell**, bounded by `g ≤ min(q, 4f+2)`	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	483	register 527; q ≤ k; g ≤ min(q, 4f+2)	Two letters were repeatedly reassigned to unrelated physics; the corpus's own definitions and their register entry need to be findable.	HIGH
PO-0342	DEFINITION	"Three different objects are all called ""seed"""	**Seed 1 — the register's roots · 14** ... **Seed 2 — Λ's generating set · 7** — Least G with ℛ(G) = Λ₈ ... **Seed 3 — the cycle's X₀** ... **Seed 1 is over a dependency DAG** — *nothing cites it*. **Seed 2 is over a closure system** ... **14 ≠ 7, and neither is wrong. They answer different questions.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	489	register 521; §14.5.7	Resolves a word doing three jobs across the corpus; without it the falsifier's 14 and the lattice's 7 will keep being confused.	HIGH
PO-0343	DEFINITION	The seed's four corners: out, in, across, still	**Cell 1: smallest source, largest target** — the maximal outward jump, 1s to 3p. **Cell 2: largest source, smallest target** ... **Cell 3: largest source, largest target, spin zero** ... **Cell 4: nothing moves** — 3p¹ to 3p ending 0 ... > **Out, in, across, and still.** ... **Cell 4 is extremal on all eight.** ... pairwise overlaps ... **0, 1, 2, 3, 5, 10** — almost disjoint.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	521	87 of 102	Names and characterises the four cells that appear in every minimum cover, which no later search will re-derive as a description.	HIGH
PO-0344	DEFINITION	Spectroscopic sigma comes in four kinds, one of them corrupting	| **stated per level** | Bi III, Ar II, Bi II | a real measurement uncertainty | | **uniform** | **Ba III — 0.20 on all 162** | a compilation-wide floor, not a measurement | | **absent** | Si I, Si II | ... | **relative to a base** | **Bi III** | σ given as *separations from 6s6p²(³P) ⁴P₃/₂ at 83,038.06* ... **The fourth kind would silently corrupt a calculation.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	654	B.adm; Bi III; Ba III	B.adm needs σ; taking a σ column at face value is wrong for a whole class of compilations and only the header says which kind it is.	HIGH
PO-0345	DEFINITION	Residual power law names its cause: n³ limit, n⁷ magnetic, n¹⁰ electric	| **n³** | a shift in the ionization limit | | **n⁷** | a magnetic field | | **n¹⁰** | an electric field | **Register 877 derived the cubic law independently and used it to find Li III's limit fault.** It's a known technique — **and the other two powers are a discriminator the compendium didn't have.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	862	registers 885-887; n³; n⁷; n¹⁰	Turns residual diagnosis from trial-and-error into one fit; without it future residuals are chased explanation by explanation.	HIGH
PO-0346	DEFINITION	The Schrödinger equation determines δ only mod 1	**The wavefunction depends on δ only through cos πδ and sin πδ. So what the Schrödinger equation determines is δ mod 1. The integer part is not in the equation.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	874	registers 910-913; register 891; Seaton's theorem	Fixes the point of observability and explains an unexplained 78% heuristic; P.lcollapse falls from 94.9% to 80.4% on the observable value.	HIGH
PO-0347	DEFINITION	Capture economics — a new charge costs +200 cells	| a **new charge** value | **+200** | | a **new element** | **+64** | | **inside the alphabets** | **0 — it fills** | **Ca IX added charge 9. Ti XI added 11. Fe XV added 15. Three captures generated roughly 600 cells and filled 8.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	902	registers 955-958; Ca IX; Ti XI; Fe XV	Explains why coverage fell through a session spent collecting, and is the rule for ranking any future capture.	HIGH
PO-0348	DEFINITION	P.charge — δ falls with charge at fixed element, 23 of 23	**P.charge** — the seventeenth mechanism. **δ falls with charge at fixed element, 23 of 23 monotone at s and p, no exceptions.** Not P.iso: that fixes the electron count, this fixes the element. **It reaches spectra isolated from every isoelectronic neighbour**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	906	P.charge; register 963; 23 of 23	The seventeenth mechanism and the third propagation axis; distinguishing it from P.iso is the load-bearing part.	HIGH
PO-0349	DEFINITION	Joint fit — series sharing a limit determine it	**Its capture prints no ionisation energy, and two members can't determine one. But seven series must share the same limit** — 14 points for 8 parameters. **Ti III limit = 223,827.1 ± 274.0 cm⁻¹, rms residual 0.0054.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	910	registers 972-975; Ti III; 223827.1 ± 274.0	A general technique for a spectrum whose limit nobody published, plus the derived Ti III constant seven channels rest on.	HIGH
PO-0350	DEFINITION	The Method Equation as two incomparable closures	**C_τ reaches 33 to 106 cells that ℛ does not place.** The two closures are **incomparable**: neither contains the other. **ℛ places by envelopes** — a global order condition. **C reaches by adjacency** — one step at a time from something known. > **The step closure can value a cell the order closure says should not exist.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1084	ℛ; C_τ; E(X); E_τ(X); Δ_τ(X)	The equation returns a pair, not a number; collapsing it is what produced 98.3% coverage out of 32%, and the incomparability is what Δ_τ measures.	HIGH
